productId,baseName,variantName,description,category,basePrice
2513,FUNGAL DIASTASE (A-Amylase) 500 gm,,,,2300
2514,FUSION MIXTURE Extra Pure 500 gm,,,,400
2515,FUSION MIXTURE AR 500 gm,,,,460
2516,GAMA AMINO BUTYRIC ACID (GABA) 25 gm,,,,350
2517,GAMA AMINO BUTYRIC ACID (GABA) 100 gm,,,,1100
2518,GAMA AMINO BUTYRIC ACID (GABA) 500 gm,,,,3500
2519,GADOLINIUM (III) OXIDE 99.9% Extra Pure 5 gm,,,,1300
2520,GADOLINIUM (III) OXIDE 99.9% Extra Pure 25 gm,,,,3560
2521,GADOLINIUM (III) NITRATE Hexahydrate 99.9% AR 25 gm,,,,5600
2522,D-GALACTOSE Extra Pure 25 gm,,,,510
2523,D-GALACTOSE Extra Pure 100 gm,,,,1800
2524,GALLIC ACID 99.5% Extra Pure 100 gm,,,,1100
2525,GALLIC ACID 99.5% Extra Pure 250 gm,,,,2400
2526,GALLIC ACID 99.5% Extra Pure 500 gm,,,,4300
2527,GALLIC ACID SOLUTION (Reagent for Cerium) 100 ml,,,,440
2528,GELATIN POWDER (For Bacteriology) 500 gm,,,,1600
2529,GELRITE (GELLAN GUM) 100 gm,,,,3050
2530,GELRITE (GELLAN GUM) 250 gm,,,,6300
2531,GENTAMYCIN SULPHATE 5 gm,,,,2800
2532,GENTAMYCIN SULPHATE 25 gm,,,,8800
2533,GENTIAN VIOLET 88% (C.I NO.42555) 25 gm,,,,420
2534,GENTIAN VIOLET 88% (C.I NO.42555) 100 gm,,,,1350
2535,GENTIAN VIOLET 88% (C.I NO.42555) 1 kg,,,,11500
2536,GENTIAN VIOLET 96% AR (For Microscopy) 25 gm,,,,600
2537,GENTIAN VIOLET 96% AR (For Microscopy) 100 gm,,,,1800
2538,GENTIAN VIOLET STAINING SOLUTION (Aqueous) 125 ml,,,,150
2539,GENTIAN VIOLET STAINING SOLUTION (Aqueous) 500 ml,,,,450
2540,GERMANIUM DIOXIDE 99.99% 1 gm,,,,950
2541,GERMANIUM DIOXIDE 99.99% 5 gm,,,,4300
2542,GIEMSA'S STAIN (For Microscopy) 25 gm,,,,700
2543,GIEMSA'S STAIN (For Microscopy) 100 gm,,,,2500
2544,GIEMSA'S STAINING SOLUTION 125 ml,,,,340
2545,GIEMSA'S STAINING SOLUTION 250 ml,,,,650
2546,GIRARD'S REAGENT P 98% AR 25 gm,,,,17000
2547,GLASS BEEDS (3.5 - 4.5 mm) 500 gm,,,,380
2548,GLASS WOOL (Low in lead) 250 gm,,,,400
2549,GLUCOSAMINE HYDROCHLORIDE 99% Extra Pure 100 gm,,,,800
2550,GLUCOSAMINE HYDROCHLORIDE 99% Extra Pure 500 gm,,,,3000
2551,GLUCOSE-1-PHOSPHATE DIPOTASSIUM SALT 99% 1 gm,,,,1400
2552,GLUCOSE-1-PHOSPHATE DIPOTASSIUM SALT 99% 5 gm,,,,6500
2553,GLUCOSE STANDARD STOCK SOLUTION (1% W/V) 100 ml,,,,200
2554,GLUCOSE STANDARD STOCK SOLUTION (1% W/V) 500 ml,,,,600
2555,DL-GLUTAMIC ACID 99% (For Biochemistry) 5 gm,,,,3000
2556,L-GLUTAMIC ACID 99% (For Biochemistry) 100 gm,,,,260
2557,L-GLUTAMIC ACID 99% (For Biochemistry) 500 gm,,,,980
2558,L-GLUTAMIC ACID MONO SODIUM SALT 99% Extra Pure 100 gm,,,,190
2559,L-GLUTAMIC ACID MONO SODIUM SALT 99% Extra Pure 500 gm,,,,600
2560,L-GLUTAMINE 99% (For Biochemistry) 25 gm,,,,280
2561,L-GLUTAMINE 99% (For Biochemistry) 100 gm,,,,900
2562,L-GLUTAMINE 99% (For Biochemistry) 500 gm,,,,4250
2563,GLUTARALDEHYDE 25% (For Synthesis) 500 ml,,,,740
2564,GLUTARALDEHYDE 25% (For Synthesis) 2.5 Ltr.,,,,3000
2565,GLUTARALDEHYDE 50% 500 ml,,,,1600
2566,GLUTARALDEHYDE 50% 2.5 Ltr.,,,,5700
2567,GLUTARIC ACID 99% (For Synthesis) 100 gm,,,,900
2568,GLUTARIC ACID 99% (For Synthesis) 500 gm,,,,3760
2569,GLUTARIC ANHYDRIDE 98% For Synthesis 25 gm,,,,2000
2570,GLUTARIC ANHYDRIDE 98% For Synthesis 100 gm,,,,7000
2571,GLUTATHIONE (Reduced) 99% 1 gm,,,,200
2572,GLUTATHIONE (Reduced) 99% 5 gm,,,,800
2573,GLUTATHIONE (Reduced) 99% 25 gm,,,,3800
2574,GLYCERINE 98% Extra Pure 500 ml,,,,640
2575,GLYCERINE 98% Extra Pure 2.5 Ltr.,,,,2600
2576,GLYCERINE 99.5% AR 500 ml,,,,650
2577,GLYCERINE 99.5% AR 1  Ltr..,,,,1250
2578,GLYCERINE 99.5% AR 2.5 Ltr.,,,,2800
2579,GLYCEROL MONOSTEARATE 500 gm,,,,420
2580,S-(+)-GLYCIDYL-(+)-TOSYLATE 100 mg,,,,3600
2581,S-(+)-GLYCIDYL-(+)-TOSYLATE 1 gm,,,,15000
2582,GLYCINE 98.5% Extra Pure 250 gm,,,,600
2583,GLYCINE 98.5% Extra Pure 500 gm,,,,1100
2584,GLYCINE 99% AR (For Biochemistry) 500 gm,,,,1300
2585,GLYCOGEN (For Biochemistry) 5 gm,,,,3400
2586,GLYCOGEN (For Biochemistry) 10 gm,,,,6000
2587,GLYCOLIC ACID 70% (In Water) (For Synthesis) 500 ml,,,,1300
2588,GLYCOLIC ACID 70% (In Water) (For Synthesis) 2.5 Ltr.,,,,6000
2589,GLYCYL GLYCINE 99% (For Biochemistry) 10 gm,,,,800
2590,GLYCYL GLYCINE 99% (For Biochemistry) 25 gm,,,,1800
2591,GLYCYL GLYCINE 99% (For Biochemistry) 100 gm,,,,6400
2592,GLYOXAL 40% (For Synthesis) 500 ml,,,,400
2593,GLYOXAL 40% (For Synthesis) 2.5 Ltr.,,,,1700
2594,GLYOXAL BIS (2-HYDROXYANIL) AR 5 gm,,,,1800
2595,GLYOXAL BIS (2-HYDROXYANIL) AR 25 gm,,,,5000
2596,GOLD CHLORIDE (Au 25%) 1 gm,,,,6700
2597,GOLD CHLORIDE (Au 49%) 1 gm,,,,12000
2598,GOWER'S SOLUTION 500 ml,,,,380
2599,GRAM'S IODINE POWDER 25 gm,,,,850
2600,GRAM'S IODINE POWDER 100 gm,,,,3300
2601,GRAM'S STAINING KIT 1 Kit,,,,800
2602,GRAPHITE FINE POWDER Extra Pure 500 gm,,,,340
2603,GUAIACOL (Liquid) 99% Extra Pure 500 ml,,,,1700
2604,GUANIDINE CARBONATE 99% (For Synthesis) 100 gm,,,,650
2605,GUANIDINE CARBONATE 99% (For Synthesis) 500 gm,,,,2600
2606,GUANIDINE HYDROCHLORIDE 99% (For Synthesis) 100 gm,,,,580
2607,GUANIDINE HYDROCHLORIDE 99% (For Synthesis) 500 gm,,,,2000
2608,GUANIDINE NITRATE 98% Pure 250 gm,,,,540
2609,GUANIDINE NITRATE 98% Pure 500 gm,,,,1000
2610,GUANIDINE THIOCYANATE 99% (Molecular Biology) 100 gm,,,,1300
2611,GUANIDINE THIOCYANATE 99% (Molecular Biology) 500 gm,,,,5800
2612,GUANINE 98% (For Biochemistry) 5 gm,,,,270
2613,GUANINE 98% (For Biochemistry) 25 gm,,,,900
2614,GUANINE 98% (For Biochemistry) 100 gm,,,,2900
2615,GUANINE HYDROCHLORIDE 99% Extra Pure 5 gm,,,,400
2616,GUANINE HYDROCHLORIDE 99% Extra Pure 25 gm,,,,1200
2617,GUANINE HYDROCHLORIDE 99% Extra Pure 100 gm,,,,5600
2618,GUANOSINE 99% (For Biochemistry) 10 gm,,,,650
2619,GUANOSINE 99% (For Biochemistry) 25 gm,,,,1500
2620,GUM ARABIC CRYSTAL (Acacia) 500 gm,,,,540
2621,GUM ARABIC CRYSTAL (Acacia) 5 kg,,,,4450
2622,GUM GHATTI Extra Pure 100 gm,,,,400
2623,GUM GHATTI Extra Pure 500 gm,,,,1600
2624,GUM GUAR 500 gm,,,,550
2625,GUM KARAYA 500 gm,,,,2500
2626,GUM LOCUST BEAN 25 gm,,,,2200
2627,GUM LOCUST BEAN 100 gm,,,,7000
2628,GUM TRAGACANTH 500 gm,,,,720
2629,HABA 98% AR For Automatic Analysis 1 gm,,,,400
2630,HABA 98% AR For Automatic Analysis 5 gm,,,,1200
2631,HATU 98% For Peptide Synthesis 1 gm,,,,350
2632,HATU 98% For Peptide Synthesis 5 gm,,,,1400
2633,HATU 98% For Peptide Synthesis 25 gm,,,,6500
2634,HBTU 97% For Peptide Synthesis 5 gm,,,,400
2635,HBTU 97% For Peptide Synthesis 25 gm,,,,1650
2636,HBTU 97% For Peptide Synthesis 100 gm,,,,5800
2637,HEMATITE ORE 100 gm,,,,3000
2638,HEMATOXYLIN STAIN Certified (For Microscopy) 1 gm,,,,750
2639,HEMATOXYLIN STAIN Certified (For Microscopy) 5 gm,,,,2650
2640,HEMATOXYLIN STAIN Certified (For Microscopy) 25 gm,,,,10500
2641,HEMATOXYLIN (Delafield's) STAINING SOLUTION 125 ml,,,,600
2642,HEMATOXYLIN (Delafield's) STAINING SOLUTION 500 ml,,,,1700
2643,HEMATOXYLIN (Ehrlich) STAINING SOLUTION 125 ml,,,,600
2644,HEMATOXYLIN (Ehrlich) STAINING SOLUTION 500 ml,,,,1700
2645,HEMATOXYLIN (Harris) STAINING SOLUTION 125 ml,,,,680
2646,HEMATOXYLIN (Harris) STAINING SOLUTION 500 ml,,,,2000
2647,HEAMOGLOBIN POWDER 100 gm,,,,800
2648,HEAMOGLOBIN POWDER 500 gm,,,,3800
2649,"HEPARIN SODIUM Extra Pure 20,000 IU/VIAL Vial",,,,2000
2650,"HEPARIN SODIUM Extra Pure 1,00,000 IU/VIAL Vial",,,,5300
2651,HEPES BUFFER 99% For Tissue Culture 5 gm,,,,300
2652,HEPES BUFFER 99% For Tissue Culture 25 gm,,,,950
2653,HEPES BUFFER 99% For Tissue Culture 100 gm,,,,2800
2654,HEPES BUFFER 99% For Tissue Culture 500 gm,,,,9000
2655,HEPES BUFFER SOLUTION 100 ml,,,,1000
2656,HEPES BUFFER SOLUTION 500 ml,,,,4400
2657,n-HEPTANE 99% (For Synthesis) 500 ml,,,,700
2658,n-HEPTANE 99% (For Synthesis) 2.5 Ltr.,,,,2900
2659,n-HEPTANE 99% AR 500 ml,,,,780
2660,n-HEPTANE 99% AR 2.5 Ltr.,,,,3200
2661,n-HEPTANE 99% HPLC/SPECTROSCOPY 1 Ltr.,,,,2100
2662,1-HEPTANE SULPHONIC ACID SODIUM SALT 99% AR/HPLC (Anhydrous) 5 gm,,,,400
2663,1-HEPTANE SULPHONIC ACID SODIUM SALT 99% AR/HPLC (Anhydrous) 25 gm,,,,950
2664,1-HEPTANE SULPHONIC ACID SODIUM SALT 99% AR/HPLC (Anhydrous) 100 gm,,,,3700
2665,1-HEPTANE SULPHONIC ACID SODIUM SALT 99% (Monohydrate) AR/HPLC 5 gm,,,,400
2666,1-HEPTANE SULPHONIC ACID SODIUM SALT 99% (Monohydrate) AR/HPLC 25 gm,,,,950
2667,1-HEPTANE SULPHONIC ACID SODIUM SALT 99% (Monohydrate) AR/HPLC 100 gm,,,,3700
2668,"1-HEXADECANE SULPHONIC ACID SODIUM SALT
ANHYDROUS 98% For HPLC 5 gm",,,,700
2669,"1-HEXADECANE SULPHONIC ACID SODIUM SALT
ANHYDROUS 98% For HPLC 25 gm",,,,3000
2670,"1,1,1,3,3,3-HEXAMETHYL DISILAZANE 98% 100 ml",,,,1200
2671,"1,1,1,3,3,3-HEXAMETHYL DISILAZANE 98% 500 ml",,,,4000
2672,HEXAMINE 99% Extra Pure 500 gm,,,,430
2673,HEXAMINE 99% Extra Pure 5 kg,,,,3300
2674,HEXAMINE 99% AR 500 gm,,,,530
2675,HEXANE 65-70° 85% 500 ml,,,,430
2676,HEXANE 65-70° 85% 2.5 Ltr.,,,,1800
2677,HEXANE 85% AR 500 ml,,,,520
2678,HEXANE 85% AR 2.5 Ltr.,,,,2000
2679,n-HEXANE 95% (For Synthesis) 500 ml,,,,560
2680,n-HEXANE 95% (For Synthesis) 2.5 Ltr.,,,,2350
2681,n-HEXANE 95% HPLC 1 Ltr.,,,,1500
2682,n-HEXANE 95% HPLC 2.5 Ltr.,,,,3000
2683,n-HEXANE 99% (For Synthesis) 500 ml,,,,600
2684,n-HEXANE 99% (For Synthesis) 2.5 Ltr.,,,,2800
2685,n-HEXANE 99% AR 500 ml,,,,700
2686,n-HEXANE 99% AR 2.5 Ltr.,,,,3300
2687,n-HEXANE 99% HPLC 1 Ltr.,,,,1650
2688,n-HEXANE 99% HPLC 2.5 Ltr.,,,,3600
2689,1-HEXANE SULPHONIC ACID SODIUM SALT (Anhydrous) 99% AR/HPLC 5 gm,,,,400
2690,1-HEXANE SULPHONIC ACID SODIUM SALT (Anhydrous) 99% AR/HPLC 25 gm,,,,950
2691,1-HEXANE SULPHONIC ACID SODIUM SALT (Anhydrous) 99% AR/HPLC 100 gm,,,,3700
2692,1-HEXANE SULPHONIC ACID SODIUM SALT (Monohydrate) 99% AR/HPLC 5 gm,,,,400
2693,1-HEXANE SULPHONIC ACID SODIUM SALT (Monohydrate) 99% AR/HPLC 25 gm,,,,950
2694,1-HEXANE SULPHONIC ACID SODIUM SALT (Monohydrate) 99% AR/HPLC 100 gm,,,,3700
2695,HIPPURIC ACID 98% (For Synthesis) 100 gm,,,,530
2696,HIPPURIC ACID 98% (For Synthesis) 500 gm,,,,2000
2697,HIPPURIC ACID SODIUM SALT 99% Extra Pure 25 gm,,,,1750
2698,HIPPURIC ACID SODIUM SALT 99% Extra Pure 100 gm,,,,6000
2699,HISTAMINE DIHYDROCHLORIDE 1 gm,,,,800
2700,HISTAMINE DIHYDROCHLORIDE 5 gm,,,,1650
2701,HISTAMINE DIHYDROCHLORIDE 10 gm,,,,3300
2702,L-HISTIDINE 99% (For Biochemistry) 25 gm,,,,850
2703,L-HISTIDINE 99% (For Biochemistry) 100 gm,,,,3000
2704,L-HISTIDINE 99% (For Biochemistry) 500 gm,,,,14000
2705,L-HISTIDINE HYDROCHLORIDE (Monohydrate) 99% 25 gm,,,,800
2706,L-HISTIDINE HYDROCHLORIDE (Monohydrate) 99% 100 gm,,,,2650
2707,L-HISTIDINE HYDROCHLORIDE (Monohydrate) 99% 500 gm,,,,12000
2708,HOLMIUM OXIDE 99.9% AR 1 gm,,,,600
2709,HOLMIUM OXIDE 99.9% AR 5 gm,,,,2000
2710,HOLMIUM OXIDE 99.9% AR 25 gm,,,,8500
2711,HUMIC ACID 500 gm,,,,300
2712,HYAMINE ® 1622 99% (For Tensil Test) 25 gm,,,,1480
2713,HYAMINE ® 1622 99% (For Tensil Test) 100 gm,,,,4600
2714,HYAMINE ® 1622 SOLUTION 0.004 M 1 Ltr.,,,,1300
2715,HYAMINE ® 1622 SOLUTION 0.004 M 5 Ltr.,,,,3600
2716,HYDRAZINE HYDRATE 80% Extra Pure 500 ml,,,,1700
2717,HYDRAZINE HYDRATE 80% Extra Pure 2.5 Ltr.,,,,8000
2718,HYDRAZINE HYDRATE 80% AR 500 ml,,,,1850
2719,HYDRAZINE HYDRATE 80% AR 2.5 Ltr.,,,,8500
2720,HYDRAZINE HYDRATE 99-100% (For Synthesis) 500 ml,,,,2200
2721,HYDRAZINE HYDRATE 99-100% (For Synthesis) 2.5 Ltr.,,,,10500
2722,HYDRAZINE HYDROCHLORIDE 99% Extra Pure 100 gm,,,,450
2723,HYDRAZINE HYDROCHLORIDE 99% Extra Pure 500 gm,,,,1960
2724,HYDRAZINE SULPHATE 98% Extra Pure 100 gm,,,,400
2725,HYDRAZINE SULPHATE 98% Extra Pure 500 gm,,,,1500
2726,HYDRAZINE SULPHATE 99% AR 100 gm,,,,460
2727,HYDRAZINE SULPHATE 99% AR 500 gm,,,,1700
2728,HYDROBROMIC ACID 48% Extra Pure 500 ml,,,,1200
2729,HYDROBROMIC ACID 48% Extra Pure 2.5 Ltr.,,,,5600
2730,HYDROBROMIC ACID 48% AR 500 ml,,,,1400
2731,HYDROBROMIC ACID 48% AR 2.5 Ltr.,,,,6300
2732,HYDROCHLORIC ACID N/10 (0.1N) SOLUTION 500 ml,,,,170
2733,HYDROCHLORIC ACID N/10 (0.1N) SOLUTION 2.5 Ltr.,,,,490
2734,HYDROCHLORIC ACID N/1 (1N) SOLUTION 500 ml,,,,270
2735,HYDROCHLORIC ACID N/1 (1N) SOLUTION 2.5 Ltr.,,,,750
2736,HYDROCORTISONE 99% Extra Pure 1 gm,,,,1200
2737,HYDROCORTISONE 99% Extra Pure 5 gm,,,,5500
2738,HYDROCORTISONE ACETATE 97% Extra Pure 1 gm,,,,1400
2739,HYDROCORTISONE ACETATE 97% Extra Pure 5 gm,,,,5800
2740,HYDROFLUORIC ACID 40% Extra Pure 500 ml,,,,670
2741,HYDROFLUORIC ACID 40% Extra Pure 2.5 Ltr.,,,,2500
2742,HYDROFLUORIC ACID 40% Extra Pure 5 Ltr.,,,,4800
2743,HYDROFLUORIC ACID 40% AR 500 ml,,,,1200
2744,HYDROFLUORIC ACID 48% AR 500 ml,,,,1200
2745,HYDROFLUORIC ACID 48% AR 2.5 Ltr.,,,,4800
2746,HYDROFLUORIC ACID 60% AR 500 ml,,,,950
2747,HYDROFLUORIC ACID 60% AR 2.5 Ltr.,,,,7700
2748,HYDROGEN PEROXIDE 6% W/V H2O2 500 ml,,,,170
2749,HYDROGEN PEROXIDE 6% W/V H2O2 5 Ltr.,,,,1150
2750,HYDROGEN SULPHIDE SOLUTION 500 ml,,,,840
2751,HYDROQUINONE 99% (For Synthesis) 100 gm,,,,700
2752,HYDROQUINONE 99% (For Synthesis) 500 gm,,,,3050
2753,HYDROQUINONE 99% AR 100 gm,,,,800
2754,HYDROQUINONE 99% AR 500 gm,,,,3350
2755,HYDROQUINONE BIS (2-HYDROXYETHYL) ETHER Extra Pure 100 gm,,,,950
2756,HYDROQUINONE BIS (2-HYDROXYETHYL) ETHER Extra Pure 250 gm,,,,2200
2757,HYDROQUINONE DIMETHYL ETHER 99% 250 gm,,,,2200
2758,HYDROQUINONE DIMETHYL ETHER 99% 1 kg,,,,7800
2759,HYDROQUINONE MONOMETHYL ETHER 99% 100 gm,,,,850
2760,HYDROQUINONE MONOMETHYL ETHER 99% 250 gm,,,,1900
2761,m-HYDROXY ACETOPHENONE 96% (For Synthesis) 25 gm,,,,700
2762,m-HYDROXY ACETOPHENONE 96% (For Synthesis) 100 gm,,,,2200
2763,p-HYDROXY ACETOPHENONE 98% (For Synthesis) 100 gm,,,,620
2764,p-HYDROXY ACETOPHENONE 98% (For Synthesis) 500 gm,,,,2550
2765,2-HYDROXYBENZALDEHYDE 99% (For Synthesis) 100 ml,,,,800
2766,2-HYDROXYBENZALDEHYDE 99% (For Synthesis) 250 ml,,,,1750
2767,3-HYDROXYBENZALDEHYDE 98% (For Synthesis) 100 gm,,,,1900
2768,3-HYDROXYBENZALDEHYDE 98% (For Synthesis) 500 gm,,,,9000
2769,4-HYDROXYBENZALDEHYDE 98% (For Synthesis) 100 gm,,,,620
2770,4-HYDROXYBENZALDEHYDE 98% (For Synthesis) 500 gm,,,,2460
2771,3-HYDROXYBENZOIC ACID 98% (For Synthesis) 100 gm,,,,2600
2772,3-HYDROXYBENZOIC ACID 98% (For Synthesis) 500 gm,,,,12500
2773,4-HYDROXYBENZOIC ACID 98% (For Synthesis) 100 gm,,,,350
2774,4-HYDROXYBENZOIC ACID 98% (For Synthesis) 500 gm,,,,1400
2775,4-HYDROXYCOUMARIN 98% (For Synthesis) 100 gm,,,,1700
2776,4-HYDROXYCOUMARIN 98% (For Synthesis) 500 gm,,,,5000
2777,p-HYDROXY DIPHENYL 98% (For Synthesis) 100 gm,,,,1200
2778,p-HYDROXY DIPHENYL 98% (For Synthesis) 500 gm,,,,4400
2779,HYDROXYETHYL CELLULOSE (High Viscosity) 500 gm,,,,2680
2780,HYDROXYLAMINE HYDROCHLORIDE 98% 100 gm,,,,330
2781,HYDROXYLAMINE HYDROCHLORIDE 98% 500 gm,,,,1450
2782,HYDROXYLAMINE HYDROCHLORIDE 99% AR 100 gm,,,,440
2783,HYDROXYLAMINE HYDROCHLORIDE 99% AR 500 gm,,,,1700
2784,HYDROXYLAMINE HYDROCHLORIDE SOLUTION 100 ml,,,,300
2785,HYDROXYLAMINE HYDROCHLORIDE SOLUTION 500 ml,,,,900
2786,HYDROXYLAMINE SULPHATE 97% Extra Pure 100 gm,,,,200
2787,HYDROXYLAMINE SULPHATE 97% Extra Pure 500 gm,,,,700
2788,HYDROXYLAMINE SULPHATE 99% AR 100 gm,,,,220
2789,HYDROXYLAMINE SULPHATE 99% AR 500 gm,,,,800
2790,HYDROXY NAPHTHOL BLUE AR 5 gm,,,,350
2791,HYDROXY NAPHTHOL BLUE AR 25 gm,,,,1400
2792,HYDROXY NAPHTHOL BLUE AR 100 gm,,,,4900
2793,4-HYDROXYPHENYLACETIC ACID 98% For Synthesis 25 gm,,,,1500
2794,4-HYDROXYPHENYLACETIC ACID 98% For Synthesis 100 gm,,,,4800
2795,L-HYDROXY PROLINE 99% (For Biochemistry) 1 gm,,,,130
2796,L-HYDROXY PROLINE 99% (For Biochemistry) 5 gm,,,,430
2797,L-HYDROXY PROLINE 99% (For Biochemistry) 25 gm,,,,1350
2798,L-HYDROXY PROLINE 99% (For Biochemistry) 100 gm,,,,4400
2799,HYDROXY PROPYL CELLULOSE 100 gm,,,,1300
2800,HYDROXY PROPYL CELLULOSE 500 gm,,,,3500
2801,HYDROXY PROPYL METHYL CELLULOSE 500 gm,,,,2400
2802,HYDROXY PROPYL METHYL CELLULOSE 500 gm,,,,2400
2803,HYDROXY PROPYL METHYL CELLULOSE 500 gm,,,,2400
2804,8-HYDROXYQUINOLINE (Oxine) 99% Extra Pure 100 gm,,,,1020
2805,8-HYDROXYQUINOLINE (Oxine) 99% Extra Pure 250 gm,,,,4800
2806,8-HYDROXYQUINOLINE 99% AR 100 gm,,,,1200
2807,8-HYDROXYQUINOLINE 99% AR 250 gm,,,,5000
2808,N-HYDROXY SUCCINIMIDE 99% (For Synthesis) 25 gm,,,,900
2809,N-HYDROXY SUCCINIMIDE 99% (For Synthesis) 100 gm,,,,2700
2810,N-HYDROXY SUCCINIMIDE 99% (For Synthesis) 250 gm,,,,6200
2811,HYFLO SUPER CEL® (FILTERAID CALCINED) 500 gm,,,,260
2812,HYPOXANTHINE 99% (For Biochemistry) 5 gm,,,,270
2813,HYPOXANTHINE 99% (For Biochemistry) 25 gm,,,,1000
2814,HYPOXANTHINE 99% (For Biochemistry) 100 gm,,,,3500
2815,IMMERSION OIL (Oil of Immersion) 30 ml,,,,240
2816,IMMERSION OIL (Oil of Immersion) 125 ml,,,,700
2817,IMMERSION OIL (Oil of Immersion) 500 ml,,,,2000
2818,IMIDAZOLE 99% Extra Pure (Glyoxaline) 100 gm,,,,550
2819,IMIDAZOLE 99% Extra Pure (Glyoxaline) 500 gm,,,,2200
2820,IMIDAZOLE 99.5% AR 100 gm,,,,650
2821,IMIDAZOLE 99.5% AR 500 gm,,,,2500
2822,IMINODIACETIC ACID 98% (For Synthesis) 100 gm,,,,550
2823,IMINODIACETIC ACID 98% (For Synthesis) 250 gm,,,,1100
2824,INIDAN INK 100 ml,,,,200
2825,INDICATOR PAPER (with colour scale) pH 2.0-4.5 10Books,,,,350
2826,INDICATOR PAPER (with colour scale) pH 3.5-6.0 10Books,,,,350
2827,INDICATOR PAPER (with colour scale) pH 3.8-5.4 10Books,,,,350
2828,INDICATOR PAPER (with colour scale) pH 5.0-7.5 10Books,,,,350
2829,INDICATOR PAPER (with colour scale) pH 6.5-9.0 10Books,,,,350
2830,INDICATOR PAPER (with colour scale) pH 8.0-10.5 10Books,,,,350
2831,INDICATOR PAPERS FULL RANGE pH 1.0-14.0 10Books,,,,350
2832,INDICATOR PAPERS WIDE RANGE pH 2.0-10.5 10Books,,,,350
2833,INDIGO CARMINE AR (C.I.NO.73015) 25 gm,,,,280
2834,INDIGO CARMINE AR (C.I.NO.73015) 100 gm,,,,900
2835,INDIGO CARMINE AR (C.I.NO.73015) 1 kg,,,,8500
2836,INDIGO CARMINE STAINING SOLUTION 125 ml,,,,180
2837,INDIGO CARMINE STAINING SOLUTION 500 ml,,,,500
2838,INDIUM NITRATE (Hydrate) 99.9% AR 5 gm,,,,2850
2839,INDIUM OXIDE 99.5% AR 5 gm,,,,2200
2840,INDIUM SULPHATE (Hydrate) 99.9% AR 10 gm,,,,2400
2841,INDIUM TRICHLORIDE 98% AR 5 gm,,,,3000
2842,"INDOLE 99% AR
 10 gm",,,,180
2843,"INDOLE 99% AR
 100 gm",,,,1300
2844,INDOLE SOLUTION (Reagent for nitrites) 100 ml,,,,380
2845,INDOLE-3-ACETIC ACID 99% (For Biochemistry) 5 gm,,,,380
2846,INDOLE-3-ACETIC ACID 99% (For Biochemistry) 25 gm,,,,1450
2847,INDOLE-3-ACETIC ACID 99% (For Biochemistry) 100 gm,,,,4800
2848,INDOLE-3-BUTYRIC ACID 99% (For Biochemistry) 5 gm,,,,400
2849,INDOLE-3-BUTYRIC ACID 99% (For Biochemistry) 25 gm,,,,1670
2850,INDOLE-3-BUTYRIC ACID 99% (For Biochemistry) 100 gm,,,,5200
2851,INDOLE-3-CARBOXYLIC ACID 99% AR 1 gm,,,,750
2852,INDOLE-3-CARBOXYLIC ACID 99% AR 5 gm,,,,2800
2853,INDOLE-3-PROPIONIC ACID 99% AR 1 gm,,,,800
2854,INDOLE-3-PROPIONIC ACID 99% AR 5 gm,,,,1700
2855,INOSINE 99% (For Biochemistry) 5 gm,,,,300
2856,INOSINE 99% (For Biochemistry) 25 gm,,,,1300
2857,MESO-INOSITOL 99% (For Biochemistry) 25 gm,,,,350
2858,MESO-INOSITOL 99% (For Biochemistry) 100 gm,,,,800
2859,MESO-INOSITOL 99% (For Biochemistry) 500 gm,,,,3750
2860,I.N.T. 95% AR 1 gm,,,,2200
2861,I.N.T. 95% AR 5 gm,,,,11000
2862,INULIN (For Biochemistry) 25 gm,,,,1000
2863,INULIN (For Biochemistry) 100 gm,,,,3200
2864,IODIC ACID 99.5% AR 25 gm,,,,1600
2865,IODIC ACID 99.5% AR 100 gm,,,,5200
2866,IODINE (Resublimed) 98.5% Extra Pure 25 gm,,,,890
2867,IODINE (Resublimed) 98.5% Extra Pure 100 gm,,,,2950
2868,IODINE (Resublimed) 98.5% Extra Pure 250 gm,,,,13850
2869,IODINE (Resublimed) 98.5% Extra Pure 500 gm,,,,9500
2870,IODINE (Resublimed) 99.5% AR 100 gm,,,,3100
2871,IODINE (Resublimed) 99.5% AR 500 gm,,,,14000
2872,IODINE SOLUTION (GRAM'S) 125 ml,,,,260
2873,IODINE SOLUTION (GRAM'S) 500 ml,,,,800
2874,IODINE SOLUTION N/10 125 ml,,,,250
2875,IODINE SOLUTION N/10 500 ml,,,,1000
2876,IODINE 1N (0.5M) SOLUTION 125 ml,,,,1000
2877,IODINE 1N (0.5M) SOLUTION 500 ml,,,,3000
2878,IODINE 0.01N VOLUMETRIC SOLUTION 500 ml,,,,800
2879,IODINE 0.01N VOLUMETRIC SOLUTION 2.5 Ltr,,,,1800
2880,IODINE 0.01 MOL/L (0.02N) SOLUTION 500 ml,,,,580
2881,IODINE 0.01 MOL/L (0.02N) SOLUTION 1 Ltr,,,,900
2882,IODINE 0.01 MOL/L (0.02N) SOLUTION 500 ml,,,,300
2883,IODINE 0.01 MOL/L (0.02N) SOLUTION 1 Ltr,,,,900
2884,IODINE 0.01 MOL/L (0.02N) SOLUTION 500 ml,,,,900
2885,IODINE 0.01 MOL/L (0.02N) SOLUTION 1 Ltr,,,,1600
